VirusGENBANKaccession,Virus GENBANK accession,Virus name(s),Host source,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species
JX413108,JX413108,human papillomavirus 162,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 19
JX413104,JX413104,human papillomavirus 166,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 19
JX413107,JX413107,human papillomavirus 163,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 20
KC862318,KC862318,human papillomavirus 167,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 21
KF006399,KF006399,human papillomavirus 172,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 22
KC108721,KC108721,human papillomavirus 175,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 23
KJ130020,KJ130020,human papillomavirus 178,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 24
KM085343,KM085343,human papillomavirus 197,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 24
HG530535,HG530535,human papillomavirus 184,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 25
KR816174,KR816174,human papillomavirus 187,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 26
KP692115,KP692115,human papillomavirus 201,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,Gammapapillomavirus 27
U01834,U01834,Mastomys natalensis papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Iotapapillomavirus,,Iotapapillomavirus 1
HQ625441,HQ625441,Rattus norvegicus papillomavirus 2,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Iotapapillomavirus,,Iotapapillomavirus 1
KT945134,KT945134,Rattus norvegicus papillomavirus 3,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Iotapapillomavirus,,Iotapapillomavirus 1
JF755418,JF755418,Peromyscus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Iotapapillomavirus,,Iotapapillomavirus 2
AF227240,AF227240,Oryctolagus cuniculus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Kappapapillomavirus,,Kappapapillomavirus 1
K02708,K02708,Sylvilagus floridanus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Kappapapillomavirus,,Kappapapillomavirus 2
AF480454,AF480454,Felis domesticus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 1
AY904722,AY904722,Lynx rufus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 1
AY904724,AY904724,Panthera leo persica papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 1
AY904723,AY904723,Puma concolor papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 1
DQ180494,DQ180494,Uncia uncia papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 1
D55633,D55633,Canis familiaris oral papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 2
FJ492744,FJ492744,Canis familiaris papillomavirus 6,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 3
AY763115,AY763115,Procyon lotor papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 4
KJ410351,KJ410351,Enhydra lutris papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 4
HQ585856,HQ585856,Crocuta crocuta papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,,Lambdapapillomavirus 5
V01116,V01116,human papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Mupapillomavirus,,Mupapillomavirus 1
X70828,X70828,human papillomavirus 63,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Mupapillomavirus,,Mupapillomavirus 2
KP769769,KP769769,human papillomavirus 204,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Mupapillomavirus,,Mupapillomavirus 3
X56147,X56147,human papillomavirus 41,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Nupapillomavirus,,Nupapillomavirus 1
EF536349,EF536349,Ursus maritimus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Omegapapillomavirus,,Omegapapillomavirus 1
AJ238373,AJ238373,Phocoena spinipinnis papillomavirus,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Omikronpapillomavirus,,Omikronpapillomavirus 1
GU117621,GU117621,Phocoena phocoena papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Omikronpapillomavirus,,Omikronpapillomavirus 1
JN709470,JN709470,Tursiops truncatus papillomavirus 5,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Omikronpapillomavirus,,Omikronpapillomavirus 1
JN709471,JN709471,Tursiops truncatus papillomavirus 6,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Omikronpapillomavirus,,Omikronpapillomavirus 1
DQ091200,DQ091200,Capra hircus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Phipapillomavirus,,Phipapillomavirus 1
HG530538,HG530538,Mesocricetus auratus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Pipapillomavirus,,Pipapillomavirus 1
HG939559,HG939559,Phodopus sungorus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Pipapillomavirus,,Pipapillomavirus 1
DQ664501,DQ664501,Mastomys coucha papillomavirus 2,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Pipapillomavirus,,Pipapillomavirus 2
HQ625440,HQ625440,Apodemus sylvaticus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Pipapillomavirus,,Pipapillomavirus 2
DQ269468,DQ269468,Micromys minutus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Pipapillomavirus,,Pipapillomavirus 2
GU808564,GU808564,Mus musculus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Pipapillomavirus,,Pipapillomavirus 2
GQ180114,GQ180114,Rattus norvegicus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Pipapillomavirus,,Pipapillomavirus 2
DQ366842,DQ366842,Rousettus aegyptiacus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Psipapillomavirus,,Psipapillomavirus 1
KX276957,KX276957,Eidolon helvum papillomavirus 2,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Psipapillomavirus,,Psipapillomavirus 2
KX276956,KX276956,Eidolon helvum papillomavirus 3,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Psipapillomavirus,,Psipapillomavirus 3
AY609301,AY609301,Trichechus manatus latirostris papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Rhopapillomavirus,,Rhopapillomavirus 1
JN709473,JN709473,Trichechus manatus latirostris papillomavirus 2,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Rhopapillomavirus,,Rhopapillomavirus 1
KP205502,KP205502,Trichechus manatus latirostris papillomavirus 3,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Rhopapillomavirus,,Rhopapillomavirus 2
KP205503,KP205503,Trichechus manatus latirostris papillomavirus 4,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Rhopapillomavirus,,Rhopapillomavirus 2
AY684126,AY684126,Erethizon dorsatum papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Sigmapapillomavirus,,Sigmapapillomavirus 1
AY722648,AY722648,Canis familiaris papillomavirus 2,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Taupapillomavirus,,Taupapillomavirus 1
FJ492742,FJ492742,Canis familiaris papillomavirus 7,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Taupapillomavirus,,Taupapillomavirus 1
KT272399,KT272399,Canis familiaris papillomavirus 17,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Taupapillomavirus,,Taupapillomavirus 1
KX599536,KX599536,Canis familiaris papillomavirus 19,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Taupapillomavirus,,Taupapillomavirus 1
JX141478,JX141478,Canis familiaris papillomavirus 13,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Taupapillomavirus,,Taupapillomavirus 2
JX972168,JX972168,Felis catus papillomavirus 3,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Taupapillomavirus,,Taupapillomavirus 3
KF147892,KF147892,Felis catus papillomavirus 4,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Taupapillomavirus,,Taupapillomavirus 3
KF006988,KF006988,Mustela putorius papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Taupapillomavirus,,Taupapillomavirus 4
AF502599,AF502599,Psittacus erithacus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Thetapapillomavirus,,Thetapapillomavirus 1
KC858266,KC858266,Rhinolophus ferrumequinum papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Treisdeltapapillomavirus,,Treisdeltapapillomavirus 1
KJ173785,KJ173785,Pygoscelis adeliae papillomavirus,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Treisepsilonpapillomavirus,,Treisepsilonpapillomavirus 1
MF168943,MF168943,Pygoscelis adeliae papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Treisepsilonpapillomavirus,,Treisepsilonpapillomavirus 1
KF857586,KF857586,Vulpes vulpes papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Treisetapapillomavirus,,Treisetapapillomavirus 1
JQ814847,JQ814847,Myotis ricketti papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Treisiotapapillomavirus,,Treisiotapapillomavirus 1
KU963288,KU963288,Equus caballus papillomavirus 8,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Treiskappapapillomavirus,,Treiskappapapillomavirus 1
KP757765,KP757765,Rusa timorensis papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Treisthetapapillomavirus,,Treisthetapapillomavirus 1
KJ452243,KJ452243,Fulmarus glacialis papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Treiszetapapillomavirus,,Treiszetapapillomavirus 1
EU240894,EU240894,Tursiops truncatus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Upsilonpapillomavirus,,Upsilonpapillomavirus 1
GU117620,GU117620,Delphinus delphis papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Upsilonpapillomavirus,,Upsilonpapillomavirus 1
EU240895,EU240895,Tursiops truncatus papillomavirus 3,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Upsilonpapillomavirus,,Upsilonpapillomavirus 1
JN709469,JN709469,Tursiops truncatus papillomavirus 4,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Upsilonpapillomavirus,,Upsilonpapillomavirus 1
JN709472,JN709472,Tursiops truncatus papillomavirus 7,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Upsilonpapillomavirus,,Upsilonpapillomavirus 1
AY956402,AY956402,Tursiops truncatus papillomavirus 2,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Upsilonpapillomavirus,,Upsilonpapillomavirus 2
GU117622,GU117622,Phocoena phocoena papillomavirus 2,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Upsilonpapillomavirus,,Upsilonpapillomavirus 3
AF486184,AF486184,Bos taurus papillomavirus 3,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 1
X05817,X05817,Bos taurus papillomavirus 4,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 1
AJ620208,AJ620208,Bos taurus papillomavirus 6,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 1
AB331650,AB331650,Bos taurus papillomavirus 9,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 1
AB331651,AB331651,Bos taurus papillomavirus 10,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 1
AB543507,AB543507,Bos taurus papillomavirus 11,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 1
KM983393,KM983393,Bos taurus papillomavirus 15,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 1
KX098515,KX098515,Bos taurus papillomavirus 23,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 1
JF834523,JF834523,Bos taurus papillomavirus 12,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 2
KC810012,KC810012,Rangifer tarandus papillomavirus 2,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 3
KU519392,KU519392,Bos taurus papillomavirus 17,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 4
KT932712,KT932712,Cervus elaphus papillomavirus 2,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Xipapillomavirus,,Xipapillomavirus 5
AF498323,AF498323,Equus caballus papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Firstpapillomavirinae,Zetapapillomavirus,,Zetapapillomavirus 1
KX643372,KX643372,Sparus aurata papillomavirus 1,vertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Papovaviricetes,,Zurhausenvirales,,Papillomaviridae,Secondpapillomavirinae,Alefpapillomavirus,,Alefpapillomavirus 1
KM052275,KM052275,sea star-associated densovirus,invertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Quintoviricetes,,Piccovirales,,Parvoviridae,Densovirinae,Aquambidensovirus,,Aquambidensovirus asteroid1
MN190158,MN190158,Asterias forbesi-associated densovirus,invertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Quintoviricetes,,Piccovirales,,Parvoviridae,Densovirinae,Aquambidensovirus,,Aquambidensovirus asteroid2
KP410261,KP410261,Cherax quadricarinatus densovirus,invertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Quintoviricetes,,Piccovirales,,Parvoviridae,Densovirinae,Aquambidensovirus,,Aquambidensovirus decapod1
KY548840,KY548840,Crassostrea ariakensis ambidensovirus 1,invertebrates,Monodnaviria,,Shotokuvirae,,Cossaviricota,,Quintoviricetes,,Piccovirales,,Parvoviridae,Densovirinae,Aquambidensovirus,,Aquambidensovirus ostreid1
